locusId	sysName	desc	name	short	lrn	t
SMc02661	SMc02661	toxin secretion ATP-binding ABC transporter protein	setAIT021	Lib Nod +N	2.44040152259436	5.30910813631182
SMc03123	SMc03123	transcriptional regulator	setAIT026	Lib Nod --	-2.8812249359605	-10.6326951817654
SMc03123	SMc03123	transcriptional regulator	setAIT027	Lib Nod --	-2.50923350212789	-9.01527326455213
SMc03123	SMc03123	transcriptional regulator	setAIT037	Lib Bact --	-2.2668662385522	-8.90601317816278
SMc03123	SMc03123	transcriptional regulator	setAIT028	Lib Nod --	-2.6889771643327	-8.64549456590657
SMc03123	SMc03123	transcriptional regulator	setAIT030	Lib Nod --	-3.06841711783447	-7.702811755909
SMc03123	SMc03123	transcriptional regulator	setAIT033	Lib Bact +N	-2.33635128465095	-7.22317059737094
SMc03123	SMc03123	transcriptional regulator	setAIT032	Lib Bact +N	-2.6638801388773	-9.72345296027322
SMc03123	SMc03123	transcriptional regulator	setAIT040	Lib Bact --	-2.33186758726832	-9.05288814599596
SMc03123	SMc03123	transcriptional regulator	setAIT022	Lib Nod +N	-2.91383719829658	-9.54108644180595
SMc03123	SMc03123	transcriptional regulator	setAIT024	Lib Nod +N	-3.25916179914992	-6.27011388242715
SMc03123	SMc03123	transcriptional regulator	setAIT021	Lib Nod +N	-2.79950581574761	-10.8750915802075
SMc03790	SMc03790	hypothetical protein	setAIT024	Lib Nod +N	6.62287363824676	5.54639751494003
SMc03876	SMc03876	HEAT shock-like protein	setAIT022	Lib Nod +N	5.54007409210963	5.33194505065436
SMc03975	SMc03975	transcriptional regulator	setAIT022	Lib Nod +N	-2.0261601744262	-5.08605924302677
SMc04132	SMc04132	hypothetical protein	setAIT030	Lib Nod --	3.84153833132869	5.08886378946327
SMc04132	SMc04132	hypothetical protein	setAIT040	Lib Bact --	4.3438006470886	5.12858981138996
SMc04169	SMc04169	transcriptional regulator	setAIT032	Lib Bact +N	3.65797428876613	14.055562884148
SMc04169	SMc04169	transcriptional regulator	setAIT033	Lib Bact +N	5.323068493738	9.93128640746187
SMc04169	SMc04169	transcriptional regulator	setAIT024	Lib Nod +N	11.2910004270204	11.6662405067614
SMc04169	SMc04169	transcriptional regulator	setAIT031	Lib Bact +N	4.69687157045612	5.7965213435674
SMc04169	SMc04169	transcriptional regulator	setAIT023	Lib Nod +N	6.84848117919259	12.7266048148678
SMc04169	SMc04169	transcriptional regulator	setAIT037	Lib Bact --	4.15337499421508	14.8529264511343
SMc04169	SMc04169	transcriptional regulator	setAIT039	Lib Bact --	2.29790063049678	8.56929921607528
SMc04169	SMc04169	transcriptional regulator	setAIT029	Lib Nod --	4.20237598746558	16.3237260797557
SMc04169	SMc04169	transcriptional regulator	setAIT035	Lib Bact +N	3.16459691313561	11.0662789523644
SMc04169	SMc04169	transcriptional regulator	setAIT021	Lib Nod +N	6.03351674772965	7.08016622856974
SMc04169	SMc04169	transcriptional regulator	setAIT027	Lib Nod --	4.24972573435243	15.6286432895518
SMc04169	SMc04169	transcriptional regulator	setAIT026	Lib Nod --	7.40942597239507	8.22363874239193
SMc04169	SMc04169	transcriptional regulator	setAIT040	Lib Bact --	4.01096154013404	14.2667922916744
SMc04169	SMc04169	transcriptional regulator	setAIT028	Lib Nod --	4.35505152193222	11.542553145227
SMc04169	SMc04169	transcriptional regulator	setAIT022	Lib Nod +N	4.05166570274258	14.1566834791634
SMc04169	SMc04169	transcriptional regulator	setAIT030	Lib Nod --	3.37851997058691	12.6434144687381
SMc04291	SMc04291	L-sorbosone dehydrogenase (SNDH) protein	setAIT030	Lib Nod --	2.93851846941044	5.28638041996052
SMc04291	SMc04291	L-sorbosone dehydrogenase (SNDH) protein	setAIT040	Lib Bact --	2.89111148195145	5.49871624143241
SMc04336	SMc04336	transmembrane signal peptide protein	setAIT035	Lib Bact +N	5.00281383030417	5.52267134178442
SMc04336	SMc04336	transmembrane signal peptide protein	setAIT037	Lib Bact --	3.80827052517595	6.3501838995286
SMc04336	SMc04336	transmembrane signal peptide protein	setAIT026	Lib Nod --	3.45323657449375	7.06097891589491
SMc04336	SMc04336	transmembrane signal peptide protein	setAIT027	Lib Nod --	3.60778911793046	7.20285094327395
SMc04336	SMc04336	transmembrane signal peptide protein	setAIT028	Lib Nod --	3.41790543273373	7.20330105287745
SMc04336	SMc04336	transmembrane signal peptide protein	setAIT032	Lib Bact +N	3.57473246813433	6.92947866666449
SMc04336	SMc04336	transmembrane signal peptide protein	setAIT024	Lib Nod +N	3.26009407944695	6.86165374325187
SMc04336	SMc04336	transmembrane signal peptide protein	setAIT021	Lib Nod +N	3.47455936405221	6.9223952837954
SMc04336	SMc04336	transmembrane signal peptide protein	setAIT022	Lib Nod +N	3.34801348460528	6.8901759840834
SMc04336	SMc04336	transmembrane signal peptide protein	setAIT033	Lib Bact +N	3.26520265905531	6.33674578200322
SMc04336	SMc04336	transmembrane signal peptide protein	setAIT029	Lib Nod --	3.45541774136468	7.01451218022982
SMc04339	SMc04339	hypothetical protein	setAIT033	Lib Bact +N	6.1129607696619	5.17970254430347
SMc04339	SMc04339	hypothetical protein	setAIT024	Lib Nod +N	10.1491286024715	10.2585835197462
SMc04339	SMc04339	hypothetical protein	setAIT023	Lib Nod +N	5.33936482009756	5.34199259317442
SMc04339	SMc04339	hypothetical protein	setAIT026	Lib Nod --	4.05954171154176	5.35680268418214
SMc04340	SMc04340	oxidoreductase	setAIT032	Lib Bact +N	3.68532884380237	10.5898612559638
SMc04340	SMc04340	oxidoreductase	setAIT028	Lib Nod --	3.59238456318987	10.8691050914985
SMc04340	SMc04340	oxidoreductase	setAIT035	Lib Bact +N	4.41790905388698	6.43454716239603
SMc04340	SMc04340	oxidoreductase	setAIT021	Lib Nod +N	4.18167775040105	6.50274654585946
SMc04340	SMc04340	oxidoreductase	setAIT033	Lib Bact +N	5.2242598418266	5.23226983053222
SMc04340	SMc04340	oxidoreductase	setAIT031	Lib Bact +N	3.31510398797092	6.34590678895817
SMc04340	SMc04340	oxidoreductase	setAIT026	Lib Nod --	7.5551019523215	7.68433283756046
SMc04340	SMc04340	oxidoreductase	setAIT029	Lib Nod --	7.90914094809412	5.8073588580169
SMc04340	SMc04340	oxidoreductase	setAIT040	Lib Bact --	6.34714616866856	7.08611979934962
SMc04340	SMc04340	oxidoreductase	setAIT024	Lib Nod +N	9.6441612226699	11.1472712325453
SMc04340	SMc04340	oxidoreductase	setAIT037	Lib Bact --	3.3944340089017	10.6171657615269
SMc04340	SMc04340	oxidoreductase	setAIT030	Lib Nod --	5.92353727081118	6.50280733321585
SMc04340	SMc04340	oxidoreductase	setAIT022	Lib Nod +N	3.37872031056774	10.0439797969944
SMc04340	SMc04340	oxidoreductase	setAIT027	Lib Nod --	3.67180990643006	10.3543024354339
SMc04340	SMc04340	oxidoreductase	setAIT023	Lib Nod +N	5.56372670311853	6.07163771566657
SMc04345	SMc04345	hypothetical protein	setAIT028	Lib Nod --	4.85270112979243	5.72898617291179
SMc04345	SMc04345	hypothetical protein	setAIT032	Lib Bact +N	4.79204712044037	5.65737945912176
SMc04362	SMc04362	transporter	setAIT021	Lib Nod +N	2.11761151121175	6.53798746628122
SMc04362	SMc04362	transporter	setAIT029	Lib Nod --	2.27193897927728	5.69824475832886
SMc04362	SMc04362	transporter	setAIT030	Lib Nod --	2.20008468974319	5.87190812808965
SMc04362	SMc04362	transporter	setAIT026	Lib Nod --	2.21624623430552	7.58343573577528
SMc04362	SMc04362	transporter	setAIT040	Lib Bact --	2.24522169358196	6.63907283170459
SMc04362	SMc04362	transporter	setAIT037	Lib Bact --	2.42234177225969	6.27420760211205
SMc04362	SMc04362	transporter	setAIT023	Lib Nod +N	4.25219354228057	5.26772318344076
SMc04362	SMc04362	transporter	setAIT028	Lib Nod --	2.72802754149768	9.3772726460305
SMc04362	SMc04362	transporter	setAIT027	Lib Nod --	2.2406056220032	6.15001726064076
SMc04362	SMc04362	transporter	setAIT032	Lib Bact +N	2.425261403104	8.04776370700482
SMc04382	SMc04382	beta-(1,2)-glucan production associated transmembrane protein	setAIT035	Lib Bact +N	-2.60023355324943	-10.2166260564188
SMc04382	SMc04382	beta-(1,2)-glucan production associated transmembrane protein	setAIT029	Lib Nod --	-2.58099455459609	-12.2087836418565
SMc04382	SMc04382	beta-(1,2)-glucan production associated transmembrane protein	setAIT021	Lib Nod +N	-2.61176205252089	-16.1660343271818
SMc04382	SMc04382	beta-(1,2)-glucan production associated transmembrane protein	setAIT032	Lib Bact +N	-2.61443099640302	-15.6019403079632
SMc04382	SMc04382	beta-(1,2)-glucan production associated transmembrane protein	setAIT026	Lib Nod --	-2.47512706988309	-15.9006245620598
SMc04382	SMc04382	beta-(1,2)-glucan production associated transmembrane protein	setAIT028	Lib Nod --	-2.63624468572387	-15.167237542282
SMc04382	SMc04382	beta-(1,2)-glucan production associated transmembrane protein	setAIT024	Lib Nod +N	-2.91073207308514	-14.1151619238165
SMc04382	SMc04382	beta-(1,2)-glucan production associated transmembrane protein	setAIT033	Lib Bact +N	-2.257372388809	-13.2151804303112
SMc04382	SMc04382	beta-(1,2)-glucan production associated transmembrane protein	setAIT030	Lib Nod --	-2.90085170714242	-15.9990753143067
SMc04382	SMc04382	beta-(1,2)-glucan production associated transmembrane protein	setAIT040	Lib Bact --	-2.4187933461579	-15.2019140065643
SMc04382	SMc04382	beta-(1,2)-glucan production associated transmembrane protein	setAIT022	Lib Nod +N	-2.66995401950346	-15.7693846611177
SMc04382	SMc04382	beta-(1,2)-glucan production associated transmembrane protein	setAIT031	Lib Bact +N	-3.2304359373888	-8.3756294256943
SMc04382	SMc04382	beta-(1,2)-glucan production associated transmembrane protein	setAIT037	Lib Bact --	-2.1156627991606	-13.2172033331114
SMc04382	SMc04382	beta-(1,2)-glucan production associated transmembrane protein	setAIT027	Lib Nod --	-2.35132435786524	-14.9745496268462
