#Name,Accession,Start,Stop,,Direction,gene,locus_tag,protein_id,Length,product
pSymB,NC_003078.1,1648919,1650004,,reverse,ugpC,SM_RS24575,WP_010976322.1,1086,sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC
pSymB,NC_003078.1,1650017,1651939,,reverse,,SM_RS24580,WP_010976323.1,1923,glycoside hydrolase family 127 protein
pSymB,NC_003078.1,1651959,1652822,,reverse,,SM_RS24585,WP_010976324.1,864,carbohydrate ABC transporter permease
pSymB,NC_003078.1,1652819,1653736,,reverse,,SM_RS24590,WP_003529388.1,918,sugar ABC transporter permease
pSymB,NC_003078.1,1653927,1655162,,reverse,,SM_RS24595,WP_010976325.1,1236,sugar ABC transporter substrate-binding protein
pSymB,NC_003078.1,1655215,1656175,,reverse,,SM_RS24600,,961,LacI family DNA-binding transcriptional regulator
pSymB,NC_003078.1,1656474,1657439,,reverse,,SM_RS24605,WP_041170118.1,966,IS110 family transposase
pSymB,NC_003078.1,1657750,1658991,,reverse,,SM_RS24610,WP_010976328.1,1242,saccharopine dehydrogenase family protein
pSymB,NC_003078.1,1659035,1660132,,reverse,nspC,SM_RS24615,WP_003528007.1,1098,carboxynorspermidine decarboxylase
pSymB,NC_003078.1,1660252,1661568,,reverse,,SM_RS24620,WP_010976329.1,1317,3-hydroxyacyl-CoA dehydrogenase family protein
pSymB,NC_003078.1,1661661,1662452,,forward,paaG,SM_RS24625,WP_003528003.1,792,"2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase PaaG"
pSymB,NC_003078.1,1662486,1662986,,reverse,,SM_RS24630,WP_003528002.1,501,acyl-CoA thioesterase
pSymB,NC_003078.1,1662986,1665052,,reverse,paaZ,SM_RS24635,WP_010976331.1,2067,phenylacetic acid degradation bifunctional protein PaaZ
pSymB,NC_003078.1,1665103,1666179,,reverse,paaK,SM_RS24640,WP_010976332.1,1077,phenylacetate-CoA oxygenase/reductase subunit PaaK
pSymB,NC_003078.1,1666208,1666732,,reverse,paaJ,SM_RS24645,WP_010976333.1,525,phenylacetate-CoA oxygenase subunit PaaJ
pSymB,NC_003078.1,1666742,1667527,,reverse,paaC,SM_RS24650,WP_010976334.1,786,phenylacetate-CoA oxygenase subunit PaaC
pSymB,NC_003078.1,1667527,1667811,,reverse,paaB,SM_RS24655,WP_003527997.1,285,"1,2-phenylacetyl-CoA epoxidase subunit B"
pSymB,NC_003078.1,1667831,1668829,,reverse,paaA,SM_RS24660,WP_010976335.1,999,"1,2-phenylacetyl-CoA epoxidase subunit A"
pSymB,NC_003078.1,1669034,1669954,,reverse,paaX,SM_RS24665,WP_003527995.1,921,phenylacetic acid degradation operon negative regulatory protein PaaX
pSymB,NC_003078.1,1670199,1670873,,reverse,,SM_RS24670,WP_234712012.1,675,DUF992 domain-containing protein
pSymB,NC_003078.1,1671025,1672398,,reverse,,SM_RS24675,WP_010976337.1,1374,alpha-glucosidase/alpha-galactosidase
pSymB,NC_003078.1,1672419,1674089,,reverse,,SM_RS24680,WP_010976338.1,1671,ABC transporter ATP-binding protein
pSymB,NC_003078.1,1674101,1675228,,reverse,,SM_RS24685,WP_003527991.1,1128,ABC transporter permease
pSymB,NC_003078.1,1675225,1676238,,reverse,,SM_RS24690,WP_003527990.1,1014,ABC transporter permease
pSymB,NC_003078.1,1676356,1678437,,reverse,,SM_RS24695,WP_010976339.1,2082,ABC transporter substrate-binding protein
pSymB,NC_003078.1,1678726,1680198,,reverse,,SM_RS24700,WP_003527988.1,1473,alpha-glucosidase/alpha-galactosidase
pSymB,NC_003078.1,1680394,1681335,,forward,,SM_RS24705,WP_010976340.1,942,AraC family transcriptional regulator
pSymB,NC_003078.1,1681406,1682485,,forward,,SM_RS24710,WP_010976341.1,1080,LacI family DNA-binding transcriptional regulator
pSymB,NC_003078.1,1682468,1682881,,reverse,,SM_RS24715,WP_003527983.1,414,type II toxin-antitoxin system VapC family toxin
pSymB,NC_003078.1,1682878,1683126,,reverse,,SM_RS24720,WP_003527982.1,249,type II toxin-antitoxin system VapB family antitoxin
chromosome,NC_003047.1,478,1299,,forward,,SM_RS00010,WP_010968285.1,822,"pyruvate, water dikinase regulatory protein"
chromosome,NC_003047.1,1347,1946,,forward,,SM_RS00015,WP_010968286.1,600,Maf-like protein
chromosome,NC_003047.1,1939,2799,,forward,,SM_RS00020,WP_010968287.1,861,shikimate dehydrogenase
chromosome,NC_003047.1,2796,3380,,forward,coaE,SM_RS00025,WP_003531725.1,585,dephospho-CoA kinase
chromosome,NC_003047.1,3574,4302,,forward,dnaQ,SM_RS00030,WP_003531724.1,729,DNA polymerase III subunit epsilon
chromosome,NC_003047.1,4408,4914,,reverse,secB,SM_RS00035,WP_010968288.1,507,protein-export chaperone SecB
chromosome,NC_003047.1,5082,5657,,reverse,,SM_RS00040,WP_010968289.1,576,FxsA family protein
chromosome,NC_003047.1,5792,6493,,forward,,SM_RS00045,WP_010968290.1,702,Tim44/TimA family putative adaptor protein
chromosome,NC_003047.1,6511,7629,,forward,,SM_RS00050,WP_010968291.1,1119,murein transglycosylase A
chromosome,NC_003047.1,7622,8188,,forward,,SM_RS00055,WP_010968292.1,567,Smr/MutS family protein
chromosome,NC_003047.1,8185,8562,,forward,,SM_RS00060,WP_003531717.1,378,helix-turn-helix transcriptional regulator
chromosome,NC_003047.1,8697,11132,,forward,gyrB,SM_RS00065,WP_003531714.1,2436,DNA topoisomerase (ATP-hydrolyzing) subunit B
chromosome,NC_003047.1,11232,11828,,reverse,,SM_RS00070,WP_010968293.1,597,nitroreductase family protein
chromosome,NC_003047.1,11996,13450,,forward,gabD,SM_RS00075,WP_010968294.1,1455,NADP-dependent succinate-semialdehyde dehydrogenase
chromosome,NC_003047.1,13646,14611,,reverse,,SM_RS00080,WP_010968295.1,966,IS110 family transposase
chromosome,NC_003047.1,14893,15693,,forward,hpaI,SM_RS00085,WP_003536422.1,801,4-hydroxy-2-oxoheptanedioate aldolase
chromosome,NC_003047.1,15706,16584,,reverse,,SM_RS00090,WP_010968296.1,879,GntR family transcriptional regulator
chromosome,NC_003047.1,16722,18257,,forward,,SM_RS00095,WP_013844950.1,1536,altronate dehydratase family protein
chromosome,NC_003047.1,18314,19333,,forward,,SM_RS00100,WP_010968298.1,1020,aldo/keto reductase
chromosome,NC_003047.1,19442,20431,,forward,,SM_RS00105,WP_010968299.1,990,ABC transporter substrate-binding protein
chromosome,NC_003047.1,20543,22096,,forward,,SM_RS00110,WP_010968300.1,1554,sugar ABC transporter ATP-binding protein
chromosome,NC_003047.1,22130,23104,,forward,,SM_RS00115,WP_010968301.1,975,ABC transporter permease
chromosome,NC_003047.1,23151,24167,,forward,,SM_RS00120,WP_010968302.1,1017,zinc-binding alcohol dehydrogenase family protein
chromosome,NC_003047.1,24435,25709,,forward,phaZ,SM_RS00125,WP_003536442.1,1275,polyhydroxyalkanoate depolymerase
chromosome,NC_003047.1,25859,26284,,forward,,SM_RS00130,WP_010968303.1,426,DUF2852 domain-containing protein
chromosome,NC_003047.1,26383,27138,,forward,,SM_RS00135,WP_010968304.1,756,M48 family metallopeptidase
chromosome,NC_003047.1,27376,28023,,forward,,SM_RS00140,WP_003536445.1,648,phosphoribosylanthranilate isomerase
chromosome,NC_003047.1,28048,29268,,forward,trpB,SM_RS00145,WP_003536446.1,1221,tryptophan synthase subunit beta
chromosome,NC_003047.1,29274,30113,,forward,trpA,SM_RS00150,WP_010968305.1,840,tryptophan synthase subunit alpha
chromosome,NC_003047.1,30167,31081,,forward,accD,SM_RS00155,WP_003536448.1,915,"acetyl-CoA carboxylase, carboxyltransferase subunit beta"
chromosome,NC_003047.1,31097,32440,,forward,,SM_RS00160,WP_010968306.1,1344,folylpolyglutamate synthase/dihydrofolate synthase family protein
chromosome,NC_003047.1,32788,33951,,forward,,SM_RS00165,WP_003537933.1,1164,IS4-like element ISRm16 family transposase
chromosome,NC_003047.1,34091,34414,,reverse,trxA,SM_RS00170,WP_010968307.1,324,thioredoxin
chromosome,NC_003047.1,34496,38065,,reverse,addA,SM_RS00175,WP_010968308.1,3570,double-strand break repair helicase AddA
chromosome,NC_003047.1,38055,41234,,reverse,addB,SM_RS00180,WP_010968309.1,3180,double-strand break repair protein AddB
chromosome,NC_003047.1,41236,41967,,reverse,,SM_RS00185,WP_010968310.1,732,nucleotidyltransferase family protein
chromosome,NC_003047.1,41974,43488,,reverse,,SM_RS00190,WP_010968311.1,1515,bifunctional tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE/phosphotransferase
chromosome,NC_003047.1,43498,45978,,reverse,,SM_RS00195,WP_010968312.1,2481,PAS domain-containing sensor histidine kinase
chromosome,NC_003047.1,46280,47680,,reverse,ahcY,SM_RS00200,WP_003532016.1,1401,adenosylhomocysteinase
chromosome,NC_003047.1,47837,48130,,reverse,,SM_RS00205,WP_013844956.1,294,HPr family phosphocarrier protein
chromosome,NC_003047.1,48127,48528,,reverse,,SM_RS00210,WP_003532013.1,402,PTS sugar transporter subunit IIA
chromosome,NC_003047.1,48809,49255,,reverse,,SM_RS00215,WP_003532002.1,447,HPr kinase/phosphorylase
chromosome,NC_003047.1,49252,50985,,reverse,chvG,SM_RS00220,WP_210431003.1,1734,two-component system sensor histidine kinase ChvG
chromosome,NC_003047.1,51419,52141,,reverse,chvI,SM_RS00225,WP_003531999.1,723,two-component system response regulator ChvI
chromosome,NC_003047.1,52483,54093,,forward,,SM_RS00230,WP_010968314.1,1611,phosphoenolpyruvate carboxykinase
chromosome,NC_003047.1,54197,54631,,forward,arfB,SM_RS00235,WP_003531995.1,435,alternative ribosome rescue aminoacyl-tRNA hydrolase ArfB
chromosome,NC_003047.1,54717,55190,,forward,lysM,SM_RS00240,WP_010968315.1,474,peptidoglycan-binding protein LysM
chromosome,NC_003047.1,55304,55915,,forward,,SM_RS00245,WP_013844958.1,612,alpha-ketoglutarate-dependent dioxygenase AlkB
chromosome,NC_003047.1,56529,57524,,reverse,coaA,SM_RS00250,WP_010968317.1,996,type I pantothenate kinase
chromosome,NC_003047.1,57521,57844,,reverse,,SM_RS00255,WP_003531991.1,324,phosphoribosyl-ATP diphosphatase
chromosome,NC_003047.1,57909,58685,,reverse,hisF,SM_RS00260,WP_010968318.1,777,imidazole glycerol phosphate synthase subunit HisF
chromosome,NC_003047.1,58682,59425,,reverse,hisA,SM_RS00265,WP_003531989.1,744,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase
chromosome,NC_003047.1,59458,60108,,reverse,hisH,SM_RS00270,WP_010968319.1,651,imidazole glycerol phosphate synthase subunit HisH
chromosome,NC_003047.1,60108,60581,,reverse,,SM_RS00275,WP_003531987.1,474,DUF2628 domain-containing protein
chromosome,NC_003047.1,60608,61216,,reverse,hisB,SM_RS00280,WP_010968320.1,609,imidazoleglycerol-phosphate dehydratase HisB
chromosome,NC_003047.1,61537,62094,,forward,hslV,SM_RS00285,WP_003531980.1,558,ATP-dependent protease subunit HslV
chromosome,NC_003047.1,62084,62605,,forward,,SM_RS00290,WP_010968321.1,522,GNAT family N-acetyltransferase
chromosome,NC_003047.1,62602,63909,,forward,hslU,SM_RS00295,WP_010968322.1,1308,ATP-dependent protease ATPase subunit HslU
chromosome,NC_003047.1,64116,65066,,forward,,SM_RS00300,WP_003531977.1,951,DUF1402 family protein
chromosome,NC_003047.1,65218,66618,,forward,,SM_RS00305,WP_010968323.1,1401,cytochrome P450
chromosome,NC_003047.1,66749,68755,,forward,,SM_RS00310,WP_010968324.1,2007,hydantoinase/oxoprolinase family protein
chromosome,NC_003047.1,68916,71087,,forward,,SM_RS00315,WP_010968325.1,2172,malate synthase G
chromosome,NC_003047.1,71294,71968,,reverse,,SM_RS00320,WP_003531973.1,675,"L,D-transpeptidase"
chromosome,NC_003047.1,72194,72718,,forward,,SM_RS00325,WP_010968327.1,525,MmcB family DNA repair protein
chromosome,NC_003047.1,72733,73317,,reverse,actR,SM_RS00330,WP_010968328.1,585,global response regulator transcription factor ActR
chromosome,NC_003047.1,73504,74805,,reverse,,SM_RS00335,WP_010968329.1,1302,ActS/PrrB/RegB family redox-sensitive histidine kinase
chromosome,NC_003047.1,74986,77448,,reverse,hrpB,SM_RS00340,WP_010968330.1,2463,ATP-dependent helicase HrpB
chromosome,NC_003047.1,77448,78131,,reverse,,SM_RS00345,WP_010968331.1,684,ATP-binding cassette domain-containing protein
chromosome,NC_003047.1,78132,79820,,reverse,,SM_RS00350,WP_010968332.1,1689,ABC transporter permease
chromosome,NC_003047.1,79804,81030,,reverse,,SM_RS00355,WP_003531965.1,1227,ABC transporter substrate-binding protein
chromosome,NC_003047.1,88113,89423,,forward,,SM_RS00390,WP_014527013.1,1311,hypothetical protein
chromosome,NC_003047.1,89374,89913,,reverse,,SM_RS00395,WP_010968334.1,540,hypothetical protein
chromosome,NC_003047.1,89910,90503,,reverse,,SM_RS00400,WP_010968335.1,594,hypothetical protein
chromosome,NC_003047.1,90500,91132,,reverse,,SM_RS00405,WP_010968336.1,633,hypothetical protein
chromosome,NC_003047.1,91222,91890,,reverse,,SM_RS00410,WP_003536308.1,669,5-formyltetrahydrofolate cyclo-ligase
chromosome,NC_003047.1,91920,93086,,reverse,metB,SM_RS00415,WP_013844963.1,1167,cystathionine gamma-synthase
chromosome,NC_003047.1,93287,94138,,forward,,SM_RS00420,WP_010968338.1,852,LysR family transcriptional regulator
chromosome,NC_003047.1,94214,94570,,forward,,SM_RS00425,WP_010968339.1,357,cupin domain-containing protein
chromosome,NC_003047.1,94619,95767,,reverse,,SM_RS00430,WP_010968340.1,1149,HPP family protein
chromosome,NC_003047.1,96049,96345,,forward,,SM_RS00435,WP_010968341.1,297,hypothetical protein
chromosome,NC_003047.1,96439,97359,,reverse,folD,SM_RS00440,WP_010968342.1,921,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD
chromosome,NC_003047.1,97382,97915,,reverse,,SM_RS00445,WP_010968343.1,534,sarcosine oxidase subunit gamma
chromosome,NC_003047.1,97908,100871,,reverse,,SM_RS00450,WP_010968344.1,2964,sarcosine oxidase subunit alpha
chromosome,NC_003047.1,100868,101146,,reverse,,SM_RS00455,WP_010968345.1,279,sarcosine oxidase subunit delta
chromosome,NC_003047.1,101172,102422,,reverse,,SM_RS00460,WP_003536326.1,1251,sarcosine oxidase subunit beta
chromosome,NC_003047.1,102517,103491,,forward,,SM_RS00465,WP_003536327.1,975,GlxA family transcriptional regulator
chromosome,NC_003047.1,103599,104504,,forward,,SM_RS00470,WP_003536328.1,906,glutamine amidotransferase family protein
chromosome,NC_003047.1,104542,105228,,forward,,SM_RS00475,WP_003536329.1,687,GXGXG domain-containing protein
chromosome,NC_003047.1,105243,106571,,forward,,SM_RS00480,WP_010968347.1,1329,glutamate synthase-related protein
chromosome,NC_003047.1,106653,107960,,forward,glnT,SM_RS00485,WP_003532529.1,1308,type III glutamate--ammonia ligase
chromosome,NC_003047.1,108064,108327,,reverse,,SM_RS00490,WP_003532527.1,264,hypothetical protein
chromosome,NC_003047.1,108352,109044,,reverse,,SM_RS00495,WP_015445538.1,693,hypothetical protein
chromosome,NC_003047.1,109201,110598,,reverse,,SM_RS00500,WP_003532523.1,1398,APC family permease
chromosome,NC_003047.1,110613,110774,,reverse,,SM_RS31195,WP_003532521.1,162,hypothetical protein
chromosome,NC_003047.1,110788,111171,,reverse,,SM_RS00505,WP_010968349.1,384,hypothetical protein
chromosome,NC_003047.1,111180,111497,,reverse,,SM_RS00510,WP_003532516.1,318,hypothetical protein
chromosome,NC_003047.1,111802,112533,,forward,,SM_RS00515,WP_003532514.1,732,XRE family transcriptional regulator
chromosome,NC_003047.1,112743,113627,,forward,purU,SM_RS00520,WP_003532511.1,885,formyltetrahydrofolate deformylase
chromosome,NC_003047.1,113825,114958,,forward,,SM_RS00525,WP_013844968.1,1134,aminomethyltransferase family protein
chromosome,NC_003047.1,114969,115574,,forward,,SM_RS00530,WP_010968352.1,606,dimethylamine monooxygenase subunit DmmA family protein
chromosome,NC_003047.1,115571,116536,,forward,,SM_RS00535,WP_010968353.1,966,PDR/VanB family oxidoreductase
chromosome,NC_003047.1,116646,117686,,forward,,SM_RS00540,WP_010968354.1,1041,DUF3445 domain-containing protein
chromosome,NC_003047.1,117754,119091,,forward,,SM_RS00545,WP_003532501.1,1338,NAD(P)/FAD-dependent oxidoreductase
chromosome,NC_003047.1,119188,121557,,reverse,,SM_RS00550,WP_010968355.1,2370,DUF1989 domain-containing protein
chromosome,NC_003047.1,121792,123576,,forward,,SM_RS00555,WP_010968356.1,1785,APC family permease
chromosome,NC_003047.1,123688,126141,,reverse,,SM_RS00560,WP_010968357.1,2454,phosphoketolase family protein
chromosome,NC_003047.1,126289,127074,,reverse,,SM_RS00565,WP_003532495.1,786,NAD(P)-dependent oxidoreductase
chromosome,NC_003047.1,127138,128862,,reverse,araD,SM_RS00570,WP_010968358.1,1725,L-arabinonate dehydratase
chromosome,NC_003047.1,128940,129662,,forward,,SM_RS00575,WP_003532493.1,723,FadR/GntR family transcriptional regulator
chromosome,NC_003047.1,129937,130821,,forward,,SM_RS00580,WP_010968359.1,885,SMP-30/gluconolactonase/LRE family protein
chromosome,NC_003047.1,130842,131483,,reverse,,SM_RS00585,WP_010968360.1,642,glutathione S-transferase family protein
chromosome,NC_003047.1,131480,132562,,reverse,ugpC,SM_RS00590,WP_003532490.1,1083,sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC
chromosome,NC_003047.1,132586,133659,,reverse,,SM_RS00595,WP_010968361.1,1074,Gfo/Idh/MocA family oxidoreductase
chromosome,NC_003047.1,133661,134677,,reverse,,SM_RS00600,WP_010968362.1,1017,Gfo/Idh/MocA family oxidoreductase
chromosome,NC_003047.1,134700,135587,,reverse,,SM_RS00605,WP_003532486.1,888,carbohydrate ABC transporter permease
chromosome,NC_003047.1,135580,136536,,reverse,,SM_RS00610,WP_014529984.1,957,sugar ABC transporter permease
chromosome,NC_003047.1,136542,137825,,reverse,,SM_RS00615,WP_003532482.1,1284,ABC transporter substrate-binding protein
chromosome,NC_003047.1,138020,138697,,forward,,SM_RS00620,WP_003532480.1,678,TetR/AcrR family transcriptional regulator
chromosome,NC_003047.1,138820,139968,,forward,,SM_RS00625,WP_010968364.1,1149,Gfo/Idh/MocA family oxidoreductase
chromosome,NC_003047.1,139972,141135,,forward,,SM_RS00630,WP_010968365.1,1164,dihydrodipicolinate synthase family protein
chromosome,NC_003047.1,141146,142561,,forward,,SM_RS00635,WP_010968366.1,1416,mandelate racemase
chromosome,NC_003047.1,142579,143403,,forward,,SM_RS00640,WP_003532465.1,825,sugar phosphate isomerase/epimerase family protein
chromosome,NC_003047.1,143461,144759,,forward,,SM_RS00645,WP_013844973.1,1299,Gfo/Idh/MocA family oxidoreductase
chromosome,NC_003047.1,144857,147088,,forward,,SM_RS00650,WP_010968368.1,2232,heavy metal translocating P-type ATPase
chromosome,NC_003047.1,147807,149342,,forward,,SM_RS00655,WP_010968369.1,1536,ABC transporter ATP-binding protein
chromosome,NC_003047.1,149339,150472,,forward,,SM_RS00660,WP_010968370.1,1134,ABC transporter permease
chromosome,NC_003047.1,150477,151448,,forward,,SM_RS00665,WP_003536145.1,972,ABC transporter permease
chromosome,NC_003047.1,151452,151910,,forward,,SM_RS00670,WP_010968371.1,459,cytidine deaminase
chromosome,NC_003047.1,151907,152704,,forward,,SM_RS00675,WP_010968372.1,798,purine-nucleoside phosphorylase
chromosome,NC_003047.1,152705,154027,,forward,deoA,SM_RS00680,WP_010968373.1,1323,thymidine phosphorylase
chromosome,NC_003047.1,154131,154760,,reverse,upp,SM_RS00685,WP_003536149.1,630,uracil phosphoribosyltransferase
chromosome,NC_003047.1,154871,155845,,reverse,,SM_RS00690,WP_010968374.1,975,adenosine deaminase
chromosome,NC_003047.1,155842,157062,,reverse,,SM_RS00695,WP_010968375.1,1221,phosphopentomutase
chromosome,NC_003047.1,157283,157867,,reverse,,SM_RS00700,WP_010968376.1,585,pilus assembly protein
chromosome,NC_003047.1,157875,158489,,reverse,,SM_RS00705,WP_010968377.1,615,pilus assembly protein
chromosome,NC_003047.1,158715,159878,,reverse,,SM_RS00710,WP_003537933.1,1164,IS4-like element ISRm16 family transposase
chromosome,NC_003047.1,160043,160459,,reverse,,SM_RS00715,WP_003536154.1,417,pilus assembly protein N-terminal domain-containing protein
chromosome,NC_003047.1,160711,160893,,forward,,SM_RS00720,WP_010968378.1,183,Flp family type IVb pilin
chromosome,NC_003047.1,160977,161501,,forward,,SM_RS00725,WP_010968379.1,525,prepilin peptidase
chromosome,NC_003047.1,161629,162438,,forward,cpaB,SM_RS00730,WP_010968380.1,810,Flp pilus assembly protein CpaB
chromosome,NC_003047.1,162451,163986,,forward,,SM_RS00735,WP_010968381.1,1536,type II and III secretion system protein family protein
chromosome,NC_003047.1,164043,164723,,forward,,SM_RS00740,WP_010968382.1,681,pilus assembly protein CpaD
chromosome,NC_003047.1,164746,166032,,forward,,SM_RS00745,WP_010968383.1,1287,CpaE family protein
chromosome,NC_003047.1,166094,167563,,forward,,SM_RS00750,WP_013844977.1,1470,CpaF family protein
chromosome,NC_003047.1,167622,168632,,forward,,SM_RS00755,WP_010968385.1,1011,type II secretion system F family protein
chromosome,NC_003047.1,168640,169623,,forward,,SM_RS00760,WP_010968386.1,984,type II secretion system F family protein
chromosome,NC_003047.1,169852,171015,,forward,,SM_RS00765,WP_003537933.1,1164,IS4-like element ISRm16 family transposase
chromosome,NC_003047.1,171273,172082,,reverse,,SM_RS00770,WP_010968387.1,810,tetratricopeptide repeat protein
chromosome,NC_003047.1,172213,173604,,forward,,SM_RS00775,WP_010968388.1,1392,M17 family metallopeptidase
chromosome,NC_003047.1,173692,174036,,forward,,SM_RS00780,WP_003537743.1,345,MarR family winged helix-turn-helix transcriptional regulator
chromosome,NC_003047.1,174045,174899,,forward,,SM_RS00785,WP_010968389.1,855,NlpC/P60 family protein
chromosome,NC_003047.1,175136,176095,,reverse,,SM_RS00790,WP_010968390.1,960,glyoxylate/hydroxypyruvate reductase A
chromosome,NC_003047.1,176106,177734,,reverse,,SM_RS00795,WP_010968391.1,1629,ABC transporter ATP-binding protein
chromosome,NC_003047.1,177743,178876,,reverse,,SM_RS00800,WP_003531959.1,1134,ABC transporter permease
chromosome,NC_003047.1,178876,179958,,reverse,,SM_RS00805,WP_003531958.1,1083,microcin C ABC transporter permease YejB
chromosome,NC_003047.1,180139,181998,,reverse,,SM_RS00810,WP_003531957.1,1860,extracellular solute-binding protein
chromosome,NC_003047.1,182290,183357,,forward,mepA,SM_RS00815,WP_010968392.1,1068,penicillin-insensitive murein endopeptidase
chromosome,NC_003047.1,183478,183858,,forward,,SM_RS00820,WP_003531955.1,381,methylglyoxal synthase
chromosome,NC_003047.1,183920,184939,,forward,,SM_RS00825,WP_010968393.1,1020,glucokinase
chromosome,NC_003047.1,185048,186853,,forward,,SM_RS00830,WP_010968394.1,1806,ABC transporter transmembrane domain-containing protein
chromosome,NC_003047.1,186871,187689,,forward,dapB,SM_RS00835,WP_010968395.1,819,4-hydroxy-tetrahydrodipicolinate reductase
chromosome,NC_003047.1,187720,188355,,forward,,SM_RS00840,WP_003531941.1,636,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase"
chromosome,NC_003047.1,188448,188747,,reverse,,SM_RS00845,,300,IS256 family transposase
chromosome,NC_003047.1,188806,190008,,forward,,SM_RS00850,WP_010967204.1,1203,IS256-like element ISRm3 family transposase
chromosome,NC_003047.1,190046,190951,,reverse,,SM_RS00855,,906,IS256-like element ISRm5 family transposase
chromosome,NC_003047.1,191440,192312,,reverse,,SM_RS00860,WP_003531939.1,873,bifunctional helix-turn-helix domain-containing protein/methylated-DNA--[protein]-cysteine S-methyltransferase
chromosome,NC_003047.1,192389,192886,,reverse,,SM_RS00865,WP_010968398.1,498,DUF2244 domain-containing protein
chromosome,NC_003047.1,192909,193700,,forward,nth,SM_RS00870,WP_010968399.1,792,endonuclease III
chromosome,NC_003047.1,193777,194370,,reverse,,SM_RS00875,WP_010968400.1,594,TetR family transcriptional regulator
chromosome,NC_003047.1,194438,194863,,forward,,SM_RS00880,WP_010968401.1,426,VOC family protein
chromosome,NC_003047.1,195004,195996,,forward,,SM_RS00885,WP_010968402.1,993,adenosine kinase
chromosome,NC_003047.1,196034,196548,,forward,,SM_RS00890,,515,AAA family ATPase
chromosome,NC_003047.1,196569,197072,,reverse,,SM_RS00895,WP_227692134.1,504,SH3 domain-containing protein
chromosome,NC_003047.1,197325,198329,,forward,,SM_RS00900,WP_010968405.1,1005,D-glycerate dehydrogenase
chromosome,NC_003047.1,198469,201483,,reverse,polA,SM_RS00905,WP_010968406.1,3015,DNA polymerase I
chromosome,NC_003047.1,201956,202399,,forward,,SM_RS00910,WP_003531925.1,444,MarR family transcriptional regulator
chromosome,NC_003047.1,202498,203892,,forward,,SM_RS00915,WP_010968407.1,1395,M20/M25/M40 family metallo-hydrolase
chromosome,NC_003047.1,204256,205203,,forward,,SM_RS00920,WP_003531919.1,948,YbhN family protein
chromosome,NC_003047.1,205270,205761,,reverse,,SM_RS00925,WP_003531916.1,492,hypothetical protein
chromosome,NC_003047.1,205860,206783,,reverse,,SM_RS00930,WP_010968408.1,924,DMT family transporter
chromosome,NC_003047.1,207286,209547,,forward,,SM_RS00935,WP_003531912.1,2262,transglycosylase domain-containing protein
chromosome,NC_003047.1,209764,211689,,forward,dnaK,SM_RS00940,WP_003531910.1,1926,molecular chaperone DnaK
chromosome,NC_003047.1,211964,213103,,forward,dnaJ,SM_RS00945,WP_003531907.1,1140,molecular chaperone DnaJ
chromosome,NC_003047.1,213276,214160,,reverse,,SM_RS00950,WP_010968410.1,885,DUF2182 domain-containing protein
chromosome,NC_003047.1,214165,214800,,reverse,,SM_RS00955,WP_003531903.1,636,DUF1326 domain-containing protein
chromosome,NC_003047.1,214914,215918,,reverse,,SM_RS00960,WP_003531901.1,1005,inorganic phosphate transporter
chromosome,NC_003047.1,215918,216562,,reverse,,SM_RS00965,WP_010968411.1,645,DUF47 domain-containing protein
chromosome,NC_003047.1,216497,217921,,forward,recF,SM_RS00970,WP_017264607.1,1425,DNA replication/repair protein RecF
chromosome,NC_003047.1,217948,218724,,forward,,SM_RS00975,WP_017267487.1,777,molybdopterin-synthase adenylyltransferase MoeB
chromosome,NC_003047.1,218732,219202,,forward,,SM_RS00980,WP_010968413.1,471,GNAT family N-acetyltransferase
chromosome,NC_003047.1,219195,219845,,reverse,,SM_RS00985,WP_003531892.1,651,TetR family transcriptional regulator
chromosome,NC_003047.1,219907,223053,,reverse,,SM_RS00990,WP_010968414.1,3147,efflux RND transporter permease subunit
chromosome,NC_003047.1,223064,224482,,reverse,,SM_RS00995,WP_013844987.1,1419,efflux RND transporter periplasmic adaptor subunit
chromosome,NC_003047.1,224764,225774,,reverse,,SM_RS01000,WP_013844988.1,1011,ATP-binding cassette domain-containing protein
chromosome,NC_003047.1,225791,226855,,reverse,,SM_RS01005,WP_003533467.1,1065,Gfo/Idh/MocA family oxidoreductase
chromosome,NC_003047.1,226852,227691,,reverse,,SM_RS01010,WP_003533465.1,840,carbohydrate ABC transporter permease
chromosome,NC_003047.1,227704,228651,,reverse,,SM_RS01015,WP_003533462.1,948,sugar ABC transporter permease
chromosome,NC_003047.1,228920,230179,,reverse,,SM_RS01020,WP_010968416.1,1260,ABC transporter substrate-binding protein
chromosome,NC_003047.1,230235,231131,,reverse,,SM_RS01025,WP_003533457.1,897,N-acetylmuramic acid 6-phosphate etherase
chromosome,NC_003047.1,231331,232215,,forward,,SM_RS01030,WP_010968417.1,885,N-acetylglucosamine kinase
